,AGE,CUS_Month_Income,YEARS_WITH_US,# total debit transactions for S1,# total debit transactions for S2,# total debit transactions for S3,total debit amount for S1,total debit amount for S2,total debit amount for S3,# total credit transactions for S1,# total credit transactions for S2,# total credit transactions for S3,total credit amount for S1,total credit amount for S2,total credit amount for S3,total debit amount,total debit transactions,total credit amount,total credit transactions,total transactions,CUS_Target,CUS_Gender_MALE,CUS_Marital_Status_DIVORCE,CUS_Marital_Status_MARRIED,CUS_Marital_Status_OTHER,CUS_Marital_Status_PARTNER,CUS_Marital_Status_SINGLE,CUS_Marital_Status_WIDOWED,TAR_Desc_EXECUTIVE,TAR_Desc_LOW,TAR_Desc_MIDLE,TAR_Desc_PLATINUM,Status_ACTIVE
1075,39,5000000.0,14,175,173,6,8629664.55,714278.4,22089.31,8,2,1,3850000.0,40000.0,10389.31,9366032.26,354,3900389.31,11,365,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1076,63,300.0,14,125,121,109,162780.41,257694.41,186338.64,6,5,3,217880.4,199952.2,1500.0,606813.46,355,419332.6,14,369,2223,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1077,34,3000.0,14,8,16,9,13000.0,35000.0,27300.0,0,9,18,0.0,34706.5,26893.5,75300.0,33,61600.0,27,60,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1078,56,5000.0,14,238,309,260,6119489.66,2931356.97,5337373.46,24,15,12,9961753.76,2024243.45,744423.24,14388220.09,807,12730420.45,51,858,2211,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1079,37,1000.0,14,134,235,44,362139.72,1326377.26,604749.64,7,6,7,71000.0,152536.38,1029702.8,2293266.62,413,1253239.18,20,433,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1080,36,3000000.0,14,51,27,13,185177.91,72773.59,25197.86,11,4,2,185550.0,50500.0,17500.0,283149.36,91,253550.0,17,108,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1081,42,1800000.0,14,14,0,1,28593.6,0.0,749.7,3,0,0,25038.41,0.0,0.0,29343.3,15,25038.41,3,18,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1082,35,2000000.0,14,21,3,0,27042.6,1165.0,0.0,6,1,3,38472.0,3001.5,2265.38,28207.6,24,43738.88,10,34,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1083,39,2417.37,14,12,12,17,32600.0,31300.0,31200.0,5,6,8,14000.0,10000.0,27600.0,95100.0,41,51600.0,19,60,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1084,62,3500000.0,14,8,7,14,21493.6,24100.0,31058.4,6,7,20,20823.9,24294.55,27652.2,76652.0,29,72770.65,33,62,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1085,43,2500.0,14,39,27,35,43848.0,48952.0,1255752.5,7,6,8,44981.77,49150.16,56032.5,1348552.5,101,150164.43,21,122,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1086,52,2100000.0,14,6,11,14,21500.0,38100.0,44349.7,4,6,7,21544.66,38112.31,44380.02,103949.7,31,104036.99,17,48,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1087,54,1500000.0,14,14,13,17,47893.6,49000.0,56349.7,7,6,8,48040.43,49006.0,56357.26,153243.3,44,153403.69,21,65,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1088,45,1850000.0,14,19,19,26,38893.6,39600.0,51449.7,7,7,8,39050.04,42614.4,53319.14,129943.3,64,134983.58,22,86,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1089,37,1500000.0,14,11,12,14,40000.0,40100.0,47200.0,7,6,8,39960.62,40121.42,47245.55,127300.0,37,127327.59,21,58,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1090,46,3000.0,14,16,13,16,45850.0,46500.0,54900.0,7,6,8,45612.76,46607.01,54784.56,147250.0,45,147004.33,21,66,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1091,43,2500000.0,14,0,0,2,0.0,0.0,3100.0,0,0,1,0.0,0.0,1200.0,3100.0,2,1200.0,1,3,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1092,52,2500.0,14,37,30,36,51193.6,43850.0,54749.7,7,6,8,49766.83,49548.41,59015.18,149793.3,103,158330.42,21,124,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1093,40,1500000.0,14,50,45,1,201165.4,91614.12,400.0,10,4,0,229900.0,165053.0,0.0,293179.52,96,394953.0,14,110,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1094,53,2850000.0,14,103,94,132,342700.0,358506.03,463400.0,6,7,6,378320.53,445796.3,405084.73,1164606.03,329,1229201.56,19,348,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1095,44,1500000.0,14,99,107,169,405928.6,265144.79,590469.11,8,4,6,292787.16,229508.4,327548.79,1261542.5,375,849844.35,18,393,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1096,48,1850000.0,14,0,4,3,0.0,1200.0,3500.0,0,3,3,0.0,1200.0,2500.0,4700.0,7,3700.0,6,13,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1097,38,2500000.0,14,10,19,1,28893.6,17900.0,200.0,1,2,0,10000.0,7200.0,0.0,46993.6,30,17200.0,3,33,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1098,22,1000000.0,14,57,38,84,609952.28,415494.0,559286.0,27,11,29,437233.0,149370.0,774370.0,1584732.28,179,1360973.0,67,246,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1099,36,2500000.0,14,6,10,0,11800.0,61500.0,0.0,0,0,0,0.0,0.0,0.0,73300.0,16,0.0,0,16,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1100,50,1000000.0,14,68,62,39,172000.0,110700.0,50800.0,8,30,80,195691.71,91785.45,49520.0,333500.0,169,336997.16,118,287,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1101,56,2500000.0,14,19,22,27,3350.0,9050.0,7429.7,0,0,0,0.0,0.0,0.0,19829.7,68,0.0,0,68,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1102,38,500000.0,14,0,0,0,0.0,0.0,0.0,0,0,2,0.0,0.0,39713.27,0.0,0,39713.27,2,2,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1103,60,3000000.0,14,80,90,94,81908.0,96412.56,101175.0,6,3,6,87707.82,48036.41,100728.82,279495.56,264,236473.05,15,279,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1104,59,50000000.0,11,353,334,297,1304104.13,1480227.75,1392563.62,18,12,21,476261.16,711229.56,670413.42,4176895.5,984,1857904.14,51,1035,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1105,34,4000.0,14,45,45,41,69836.92,92106.8,43677.0,6,6,6,53103.44,57325.0,48464.0,205620.72,131,158892.44,18,149,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1106,41,13800000.0,14,169,165,215,1170985.37,1400819.95,1564332.94,16,16,14,1442654.0,1668781.93,1429603.16,4136138.26,549,4541039.09,46,595,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1107,18,2000.0,14,215,86,86,45269.67,24677.51,27543.91,0,0,0,0.0,0.0,0.0,97491.09,387,0.0,0,387,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1108,29,500000.0,14,30,54,46,186921.0,402334.0,148400.0,7,6,7,199094.22,195714.1,189320.27,737655.0,130,584128.59,20,150,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1109,48,7000000.0,14,1,0,1,693.6,0.0,749.7,0,0,0,0.0,0.0,0.0,1443.3,2,0.0,0,2,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1110,47,2500000.0,14,15,20,13,16912.32,48172.26,37638.7,4,5,3,11000.0,76000.0,47000.0,102723.28,48,134000.0,12,60,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1111,54,2185650.0,14,16,14,17,46793.6,41900.0,50749.7,7,6,7,45760.24,41492.97,51078.82,139443.3,47,138332.03,20,67,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1112,46,15000000.0,2,56,5,3,641440.73,72582.49,2998.42,5,3,2,550000.0,624000.0,980000.0,717021.64,64,2154000.0,10,74,2211,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1113,46,200.0,14,3,2,1,40825.0,1733.0,639.0,0,0,0,0.0,0.0,0.0,43197.0,6,0.0,0,6,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1114,38,500000.0,14,14,25,26,86925.0,93303.3,49278.05,3,1,0,20800.0,190.0,0.0,229506.35,65,20990.0,4,69,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1115,40,4000000.0,14,25,27,21,63802.96,43312.96,37674.43,9,7,19,27197.14,24294.55,27272.85,144790.35,73,78764.54,35,108,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1116,35,2600.0,14,71,54,50,177668.6,154409.74,153564.4,17,7,8,179053.07,148946.64,153832.62,485642.74,175,481832.33,32,207,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1117,37,2500000.0,14,18,25,22,42913.6,52215.0,39489.7,8,6,8,42998.9,48191.94,54157.69,134618.3,65,145348.53,22,87,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1118,38,3000000.0,14,41,52,61,137665.85,199362.27,211530.69,9,9,11,424513.13,445940.53,433017.1,548558.81,154,1303470.76,29,183,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1119,46,3000000.0,14,20,18,21,70800.0,72000.0,76800.0,7,6,8,70606.32,72078.84,76889.63,219600.0,59,219574.79,21,80,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1120,33,5500.0,14,27,28,52,34463.06,34939.91,84014.39,4,0,2,24000.0,0.0,45129.95,153417.36,107,69129.95,6,113,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1121,53,48500000.0,14,68,85,53,217497.78,357694.48,192104.66,1,7,4,15000.0,125800.0,55000.0,767296.92,206,195800.0,12,218,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1122,46,1219286.0,14,66,56,64,80900.0,67642.0,84280.0,0,0,0,0.0,0.0,0.0,232822.0,186,0.0,0,186,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1123,59,11000000.0,14,0,0,1,0.0,0.0,4.5,0,0,0,0.0,0.0,0.0,4.5,1,0.0,0,1,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1124,39,200000.0,14,1,2,8,693.6,4000.0,30861.7,0,0,1,0.0,0.0,6000.0,35555.3,11,6000.0,1,12,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1125,41,10000.0,14,101,82,87,210876.49,156171.73,186901.07,8,8,6,464934.0,358065.78,309153.0,553949.29,270,1132152.78,22,292,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1126,59,7425.0,14,7,23,62,27303.52,84970.93,631484.31,12,21,5,322000.0,1069300.0,385000.0,743758.76,92,1776300.0,38,130,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1127,61,15000.0,28,127,202,217,1141711.11,1065017.34,1840420.28,16,25,21,1226860.0,3548852.0,1254299.28,4047148.73,546,6030011.28,62,608,2212,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1128,36,1000000.0,14,23,30,60,58193.6,25954.56,283347.09,0,0,0,0.0,0.0,0.0,367495.25,113,0.0,0,113,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1129,41,125.0,14,90,203,192,712115.07,1561593.52,1062097.02,7,22,17,1214518.31,1387760.44,1588486.56,3335805.61,485,4190765.31,46,531,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1130,33,500000.0,14,41,56,81,608824.8,234970.1,335036.77,19,16,17,427452.5,267555.19,285879.12,1178831.67,178,980886.81,52,230,2223,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1131,39,3000000.0,14,9,11,20,20649.82,10889.77,53872.13,1,0,0,25000.0,0.0,0.0,85411.72,40,25000.0,1,41,2212,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1132,62,3500.0,14,15,18,18,46450.0,53300.0,52049.7,4,6,7,46445.57,53283.9,60858.0,151799.7,51,160587.47,17,68,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1133,41,1000000.0,14,174,184,117,276019.64,322561.01,170373.28,11,11,17,136300.0,325745.0,117429.0,768953.93,475,579474.0,39,514,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1134,43,9612.21,14,41,53,42,113353.01,305336.46,117218.21,20,19,12,122100.0,305718.19,115243.0,535907.68,136,543061.19,51,187,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1135,49,2000000.0,14,15,19,22,21503.6,25215.0,31298.7,7,6,7,21231.02,23371.2,29487.99,78017.3,56,74090.21,20,76,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1136,41,600.0,14,0,0,2,0.0,0.0,1331.22,0,0,1,0.0,0.0,630.3,1331.22,2,630.3,1,3,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1137,25,150000.0,14,0,2,4,0.0,45779.0,147857.34,6,6,2,36158.0,36057.0,12398.76,193636.34,6,84613.76,14,20,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1138,65,1200000.0,14,0,5,4,0.0,3417.02,2053.81,0,0,0,0.0,0.0,0.0,5470.83,9,0.0,0,9,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1139,37,6000.0,14,0,0,6,0.0,0.0,3787633.32,0,0,0,0.0,0.0,0.0,3787633.32,6,0.0,0,6,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1140,44,2559.0,14,12,12,13,51723.97,71688.57,105424.39,6,6,6,276359.19,270266.95,278101.74,228836.93,37,824727.88,18,55,2212,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1141,49,1000000.0,2,5,6,23,8000.0,16242.36,370555.6,1,7,21,8000.0,58000.0,488939.76,394797.96,34,554939.76,29,63,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1142,49,2500.0,14,119,135,132,2160272.3,1997927.25,2093737.02,30,28,30,5481054.82,5243153.03,5528255.42,6251936.57,386,16252463.27,88,474,2211,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1143,47,11560694.0,14,178,248,215,261814.76,383074.74,348461.52,20,17,23,172000.0,161290.0,259450.0,993351.02,641,592740.0,60,701,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1144,40,5000000.0,14,0,11,3,0.0,42485.92,650.0,0,2,2,0.0,12000.0,730.0,43135.92,14,12730.0,4,18,2222,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1145,41,5000000.0,14,0,0,0,0.0,0.0,0.0,1,0,0,50125.05,0.0,0.0,0.0,0,50125.05,1,1,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1146,51,9000000.0,14,337,261,362,726611.18,810400.86,1737539.77,33,32,44,1003106.86,972601.26,1370442.06,3274551.81,960,3346150.18,109,1069,2235,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1147,47,3000000.0,14,268,236,259,2150943.86,2266447.05,1990144.73,31,28,25,2174117.99,2274968.38,2001157.79,6407535.64,763,6450244.16,84,847,2212,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1148,50,7000.0,14,79,30,15,152378.57,53997.01,23266.7,0,0,0,0.0,0.0,0.0,229642.28,124,0.0,0,124,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1149,48,10000.0,21,239,181,195,577272.6,442433.58,521690.14,7,6,7,780453.64,607641.89,731403.69,1541396.32,615,2119499.22,20,635,2232,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1150,39,500.0,14,13,70,138,19388.77,364534.96,603261.1,15,30,32,460633.0,1106289.64,1561958.44,987184.83,221,3128881.08,77,298,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1151,55,2000000.0,14,8,12,1,2143.6,18275.0,749.7,0,2,0,0.0,5400.0,0.0,21168.3,21,5400.0,2,23,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1152,54,2600000.0,14,1,1,0,3968.89,450000.0,0.0,4,0,0,551950.0,0.0,0.0,453968.89,2,551950.0,4,6,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1153,46,4500000.0,14,21,59,1,84393.6,138500.0,100.0,6,3,1,102438.0,81500.0,26500.0,222993.6,81,210438.0,10,91,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1154,45,5000000.0,14,178,199,175,631236.0,1004858.53,701032.34,9,10,18,343388.0,262436.0,203200.0,2337126.87,552,809024.0,37,589,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1155,57,600.0,14,9,2,2,10299.66,2588.22,2133.32,0,0,0,0.0,0.0,0.0,15021.2,13,0.0,0,13,2223,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1156,57,1800000.0,14,9,5,0,21400.0,17593.6,0.0,0,0,0,0.0,0.0,0.0,38993.6,14,0.0,0,14,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1157,49,1000000.0,14,31,39,49,106041.94,101459.73,114676.0,7,7,6,102853.85,127174.14,89644.16,322177.67,119,319672.15,20,139,2222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1158,60,15000.0,14,152,155,117,1678918.63,875648.6,820019.09,31,29,16,2137542.0,1594955.55,975894.0,3374586.32,424,4708391.55,76,500,2212,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1159,36,3550000.0,14,73,49,10,120616.74,77499.43,5020.7,7,6,2,53810.0,29600.0,10900.0,203136.87,132,94310.0,15,147,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1160,42,7000000.0,21,8,3,7,3982.6,1340.0,6446.7,0,0,0,0.0,0.0,0.0,11769.3,18,0.0,0,18,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1161,36,2500000.0,14,10,0,0,8093.6,0.0,0.0,0,0,0,0.0,0.0,0.0,8093.6,10,0.0,0,10,2223,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1162,28,1000.0,14,25,17,21,43076.0,28175.0,44247.78,6,6,3,44266.67,28500.0,43000.0,115498.78,63,115766.67,15,78,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1163,83,2000000.0,14,3,0,1,5010.78,0.0,749.7,2,0,0,8996.76,0.0,0.0,5760.48,4,8996.76,2,6,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1164,61,3100.0,14,4,0,0,12100.0,0.0,0.0,2,0,0,12147.25,0.0,0.0,12100.0,4,12147.25,2,6,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1165,36,500000.0,14,110,75,27,433514.24,233947.76,66036.0,10,9,5,222810.0,299500.0,44000.0,733498.0,212,566310.0,24,236,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1166,44,2000000.0,14,64,61,54,194469.99,217553.46,205868.05,9,7,8,242121.13,295632.12,256562.48,617891.5,179,794315.73,24,203,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1167,33,1000000.0,14,4,199,138,816.62,704186.53,327109.71,0,8,9,0.0,609707.0,558360.0,1032112.86,341,1168067.0,17,358,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1168,57,500000.0,14,12,21,15,19273.6,35948.76,37133.32,0,0,1,0.0,0.0,13000.0,92355.68,48,13000.0,1,49,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1169,38,2000000.0,14,20,26,19,61260.07,90877.6,47974.38,7,7,6,79039.65,108412.02,65019.34,200112.05,65,252471.01,20,85,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1170,49,3000.0,13,101,106,77,244348.92,260369.75,208576.85,6,9,10,250109.19,262932.23,194024.37,713295.52,284,707065.79,25,309,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1171,38,2500000.0,13,479,279,253,1253286.72,871454.93,712616.67,33,23,9,726700.0,785900.0,352100.0,2837358.32,1011,1864700.0,65,1076,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1172,55,3000000.0,13,12,14,11,28093.6,38300.0,34249.7,9,12,5,23100.0,67300.0,4100.0,100643.3,37,94500.0,26,63,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1173,53,2000000.0,13,25,26,31,40200.0,38093.6,49000.0,5,6,7,10956.44,18528.46,22623.68,127293.6,82,52108.58,18,100,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1174,22,2000000.0,13,8,27,31,34991.67,235976.26,339028.08,0,0,0,0.0,0.0,0.0,609996.01,66,0.0,0,66,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1175,61,6000.0,13,8,8,34,16985.32,23487.98,47739.77,5,9,33,14091.18,47349.16,47783.69,88213.07,50,109224.03,47,97,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1176,57,3000000.0,13,42,146,51,256065.34,4624714.18,120280.27,2,4,1,157000.0,2785900.0,20000.0,5001059.79,239,2962900.0,7,246,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1177,41,6500000.0,13,11,6,9,6253.12,1200.0,1321.0,2,4,1,110000.0,370000.0,6000.0,8774.12,26,486000.0,7,33,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1178,40,2000000.0,13,234,210,188,747184.07,851263.79,724008.52,24,12,18,745002.5,622430.55,704319.5,2322456.38,632,2071752.55,54,686,2222,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1179,59,2500000.0,13,6,0,0,5493.6,0.0,0.0,0,0,0,0.0,0.0,0.0,5493.6,6,0.0,0,6,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1180,49,3000.0,13,27,28,31,89493.6,94600.0,104569.7,6,6,7,90265.72,87762.8,107013.7,288663.3,86,285042.22,19,105,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1181,53,3000.0,13,2,1,0,20055.97,2017.74,0.0,0,0,1,0.0,0.0,2507.39,22073.71,3,2507.39,1,4,2222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1182,46,2000000.0,13,4,4,0,9000.0,10600.0,0.0,0,0,0,0.0,0.0,0.0,19600.0,8,0.0,0,8,2223,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1183,43,5000000.0,13,130,190,115,601377.12,693565.0,371170.53,19,49,37,573609.52,602075.25,402580.0,1666112.65,435,1578264.77,105,540,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1184,32,1200000.0,13,5,4,6,5252.0,4825.77,3464.34,2,0,0,5555.0,0.0,0.0,13542.11,15,5555.0,2,17,2222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1185,50,750000.0,13,15,19,8,53200.0,55500.0,28000.0,0,3,0,0.0,16200.0,0.0,136700.0,42,16200.0,3,45,2223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1186,40,200.0,13,4,8,7,205020.0,218500.0,135867.21,0,0,2,0.0,0.0,90500.0,559387.21,19,90500.0,2,21,2223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
